n,title,application_url,source_url,organization,country,source_name,application_status,record_type
297,Commonwealth Shared Scholarship — MSc Data Science (University of Stirling),https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-data-science,https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships#course-data-science,University of Stirling,United Kingdom,CURATED_LEAF,open,scholarship
298,Commonwealth Shared Scholarship — MSc Data Science (University of Strathclyde),https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-data-science,https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship#course-data-science,University of Strathclyde,United Kingdom,CURATED_LEAF,open,scholarship
299,Commonwealth Shared Scholarship — MSc Data Science (University of Surrey),https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-data-science,https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries#course-data-science,University of Surrey,United Kingdom,CURATED_LEAF,open,scholarship
300,Commonwealth Shared Scholarship — MSc Data Science (University of Sussex),https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-data-science,https://www.ids.ac.uk/study/fees-and-funding/scholarships#course-data-science,University of Sussex,United Kingdom,CURATED_LEAF,open,scholarship
301,Commonwealth Shared Scholarship — MSc Humanitarian Engineering (Warwick),https://warwick.ac.uk/study/postgraduate/courses/humanitarian-engineering,https://warwick.ac.uk/study/postgraduate/courses/humanitarian-engineering,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
302,Commonwealth Shared Scholarship — Newcastle University (6 awards),https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships,https://www.ncl.ac.uk/postgraduate/fees-funding/scholarships,Newcastle University,United Kingdom,CURATED_LEAF,open,scholarship
303,Commonwealth Shared Scholarship — Queen's University Belfast (2 awards),https://www.qub.ac.uk/Study/funding-scholarships,https://www.qub.ac.uk/Study/funding-scholarships,Queen's University Belfast,United Kingdom,CURATED_LEAF,open,scholarship
304,Commonwealth Shared Scholarship — Robert Gordon University (2 awards),https://www.rgu.ac.uk/study/funding,https://www.rgu.ac.uk/study/funding,Robert Gordon University,United Kingdom,CURATED_LEAF,open,scholarship
305,Commonwealth Shared Scholarship — Royal Agricultural University (2 awards),https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security,https://www.rau.ac.uk/courses/postgraduate/msc-sustainable-agriculture-and-food-security,Royal Agricultural University,United Kingdom,CURATED_LEAF,open,scholarship
306,Commonwealth Shared Scholarship — Royal Veterinary College (2 awards),https://www.rvc.ac.uk/study/postgraduate,https://www.rvc.ac.uk/study/postgraduate,Royal Veterinary College,United Kingdom,CURATED_LEAF,open,scholarship
307,Commonwealth Shared Scholarship — Sheffield Hallam University (2 awards),https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme,https://www.shu.ac.uk/funding/scholarships-and-bursaries/commonwealth-shared-scholarship-scheme,Sheffield Hallam University,United Kingdom,CURATED_LEAF,open,scholarship
308,"Commonwealth Shared Scholarship — SOAS, University of London (8 awards)",https://www.soas.ac.uk/study/international/fees-and-funding/scholarships,https://www.soas.ac.uk/study/international/fees-and-funding/scholarships,"SOAS, University of London",United Kingdom,CURATED_LEAF,open,scholarship
309,Commonwealth Shared Scholarship — University College London (UCL) (8 awards),https://www.ucl.ac.uk/scholarships,https://www.ucl.ac.uk/scholarships,University College London (UCL),United Kingdom,CURATED_LEAF,open,scholarship
310,Commonwealth Shared Scholarship — University of Aberdeen (4 awards),https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught,https://www.abdn.ac.uk/study/international/fees-funding-scholarships/postgraduate-taught,University of Aberdeen,United Kingdom,CURATED_LEAF,open,scholarship
311,Commonwealth Shared Scholarship — University of Bath (3 awards),https://www.bath.ac.uk/topics/scholarships,https://www.bath.ac.uk/topics/scholarships,University of Bath,United Kingdom,CURATED_LEAF,open,scholarship
312,Commonwealth Shared Scholarship — University of Birmingham (2 awards),https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme,https://www.birmingham.ac.uk/funding/postgraduate/commonwealth-shared-scholarship-scheme,University of Birmingham,United Kingdom,CURATED_LEAF,open,scholarship
313,Commonwealth Shared Scholarship — University of Bristol (6 awards),https://www.bristol.ac.uk/study/finance/scholarships,https://www.bristol.ac.uk/study/finance/scholarships,University of Bristol,United Kingdom,CURATED_LEAF,open,scholarship
314,Commonwealth Shared Scholarship — University of Cambridge (8 awards),https://www.cambridgetrust.org/scholarships,https://www.cambridgetrust.org/scholarships,University of Cambridge,United Kingdom,CURATED_LEAF,open,scholarship
315,Commonwealth Shared Scholarship — University of Chester (4 awards),https://www.chester.ac.uk/study/fees-and-funding/scholarships,https://www.chester.ac.uk/study/fees-and-funding/scholarships,University of Chester,United Kingdom,CURATED_LEAF,open,scholarship
316,Commonwealth Shared Scholarship — University of East Anglia (2 awards),https://www.uea.ac.uk/study/postgraduate,https://www.uea.ac.uk/study/postgraduate,University of East Anglia,United Kingdom,CURATED_LEAF,open,scholarship
317,Commonwealth Shared Scholarship — University of Edinburgh (2 awards),https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared,https://www.registryservices.ed.ac.uk/student-funding/postgraduate/international/other-funding/commonwealth-shared,University of Edinburgh,United Kingdom,CURATED_LEAF,open,scholarship
318,Commonwealth Shared Scholarship — University of Exeter (3 awards),https://www.exeter.ac.uk/study/fees/scholarships,https://www.exeter.ac.uk/study/fees/scholarships,University of Exeter,United Kingdom,CURATED_LEAF,open,scholarship
319,Commonwealth Shared Scholarship — University of Glasgow (5 awards),https://www.gla.ac.uk/scholarships,https://www.gla.ac.uk/scholarships,University of Glasgow,United Kingdom,CURATED_LEAF,open,scholarship
320,Commonwealth Shared Scholarship — University of Leeds (4 awards),https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts,https://www.leeds.ac.uk/masters-additional-funding-support/doc/scholarships-charities-trusts,University of Leeds,United Kingdom,CURATED_LEAF,open,scholarship
321,Commonwealth Shared Scholarship — University of Liverpool (2 awards),https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate,https://www.liverpool.ac.uk/international/fees-and-scholarships/postgraduate,University of Liverpool,United Kingdom,CURATED_LEAF,open,scholarship
322,Commonwealth Shared Scholarship — University of Nottingham (3 awards),https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship,https://www.nottingham.ac.uk/pgstudy/funding/commonwealth-shared-scholarship,University of Nottingham,United Kingdom,CURATED_LEAF,open,scholarship
323,Commonwealth Shared Scholarship — University of Oxford (8 awards),https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships,https://www.ox.ac.uk/admissions/graduate/fees-and-funding/fees-funding-and-scholarship-search/scholarships,University of Oxford,United Kingdom,CURATED_LEAF,open,scholarship
324,Commonwealth Shared Scholarship — University of Reading (2 awards),https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships,https://www.reading.ac.uk/ready-to-study/study/fees-and-funding/fees-and-funding-pg/commonwealth-shared-scholarships,University of Reading,United Kingdom,CURATED_LEAF,open,scholarship
325,Commonwealth Shared Scholarship — University of Southampton (2 awards),https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page,https://www.southampton.ac.uk/courses/funding/scholarships-awards/commonwealth-shared.page,University of Southampton,United Kingdom,CURATED_LEAF,open,scholarship
326,Commonwealth Shared Scholarship — University of St Andrews (2 awards),https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme,https://www.st-andrews.ac.uk/study/fees-and-funding/scholarships/scholarships-catalogue/postgraduate-scholarships/commonwealth-shared-scholarship-scheme,University of St Andrews,United Kingdom,CURATED_LEAF,open,scholarship
327,Commonwealth Shared Scholarship — University of Stirling (2 awards),https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships,https://www.stir.ac.uk/scholarships/general/postgraduate/commonwealth-shared-scholarships,University of Stirling,United Kingdom,CURATED_LEAF,open,scholarship
328,Commonwealth Shared Scholarship — University of Strathclyde (6 awards),https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship,https://www.strath.ac.uk/studywithus/scholarships/commonwealthsharedscholarship,University of Strathclyde,United Kingdom,CURATED_LEAF,open,scholarship
329,Commonwealth Shared Scholarship — University of Surrey (2 awards),https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries,https://www.surrey.ac.uk/fees-and-funding/scholarships-and-bursaries,University of Surrey,United Kingdom,CURATED_LEAF,open,scholarship
330,Commonwealth Shared Scholarship — University of Sussex (Institute of Development Studies) (2 awards),https://www.ids.ac.uk/study/fees-and-funding/scholarships,https://www.ids.ac.uk/study/fees-and-funding/scholarships,University of Sussex (Institute of Development Studies),United Kingdom,CURATED_LEAF,open,scholarship
331,Commonwealth Shared Scholarship — University of Warwick (6 awards),https://warwick.ac.uk/study/scholarships-funding/international-scholars,https://warwick.ac.uk/study/scholarships-funding/international-scholars,University of Warwick,United Kingdom,CURATED_LEAF,open,scholarship
332,Community College Initiative (CCI) Program,https://exchanges.state.gov/non-us/program/community-college-initiative-program,https://exchanges.state.gov/non-us/program/community-college-initiative-program,U.S. Department of State,United States,CURATED_LEAF,open,scholarship
333,DAAD Doctoral Programmes in Germany,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=57135739,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=57135739,DAAD,Germany,CURATED_LEAF,open,scholarship
334,DAAD EPOS — Development-Related Postgraduate Courses,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50076777,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50076777,DAAD,Germany,CURATED_LEAF,open,scholarship
335,DAAD EPOS Scholarship 2027,https://www.daad.de/en/study-and-research-in-germany/scholarships/,https://www.daad.de/en/study-and-research-in-germany/scholarships/,DAAD,Germany,DAAD,open,scholarship
336,DAAD In-Country / In-Region Scholarships,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=10000486,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=10000486,DAAD,Ethiopia,CURATED_LEAF,open,scholarship
337,DAAD Research Grants,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=57742121,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=57742121,DAAD,Germany,CURATED_LEAF,open,scholarship
338,DAAD Study Scholarships,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50026200,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50026200,DAAD,Germany,CURATED_LEAF,open,scholarship
339,DAAD University Summer Courses,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50035295,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=50035295,DAAD,Germany,CURATED_LEAF,open,scholarship
340,Danish Government Scholarship at University of Southern Denmark 2027,https://www.sdu.dk/en/uddannelse/soege-optagelse/legater-og-stoette/danish-government-scholarships,https://www.sdu.dk/en/uddannelse/soege-optagelse/legater-og-stoette/danish-government-scholarships,University of Southern Denmark,Denmark,University of Southern Denmark,open,scholarship
341,Davis International Scholars Program,https://www.assistscholars.org/en/scholarship/apply/,https://www.assistscholars.org/en/scholarship/apply/,ASSIST Scholars (Davis International Scholars),United States,PHASE1_CURATED,open,scholarship
342,Deutschlandstipendium (Germany Scholarship),https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=10000207,https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?detail=10000207,DAAD,Germany,CURATED_LEAF,open,scholarship
343,Dick Bursary,https://scholarships.unimelb.edu.au/awards/dick-bursary/,https://scholarships.unimelb.edu.au/awards/dick-bursary/,University of Melbourne,Australia,University of Melbourne,open,scholarship
344,ELIMU & Jomo Kenyatta Foundation Scholarships — Kenya,https://www.jkf.co.ke/index.php/scholarships,https://www.jkf.co.ke/index.php/scholarships,Ministry of Education — Kenya / Jomo Kenyatta Foundation,Kenya,CURATED_LEAF,open,scholarship
345,Erasmus Mundus Catalogue,https://www.eacea.ec.europa.eu/scholarships/emjmd-catalogue_en,https://www.eacea.ec.europa.eu/scholarships/emjmd-catalogue_en,Erasmus+,European Union,CURATED_LEAF,open,scholarship
346,Erasmus Mundus Joint Masters,https://erasmus-plus.ec.europa.eu/opportunities/opportunities-for-individuals/students/erasmus-mundus-joint-masters,https://erasmus-plus.ec.europa.eu/opportunities/opportunities-for-individuals/students/erasmus-mundus-joint-masters,Erasmus+,European Union,CURATED_LEAF,open,scholarship
347,ETH Excellence Scholarship 2027,https://ethz.ch/en/studies/master/financial/scholarships/excellencescholarship.html,https://ethz.ch/en/studies/master/financial/scholarships/excellencescholarship.html,ETH Zurich,Switzerland,ETH Zurich,open,scholarship
348,Federal Scholarships Board (FSB) — Nigeria,https://education.gov.ng/federal-scholarships-board,https://education.gov.ng/federal-scholarships-board,Federal Ministry of Education — Nigeria,Nigeria,CURATED_LEAF,open,scholarship
349,Fulbright FLTA Program,https://foreign.fulbrightonline.org/about/types-of-awards/fulbright-foreign-language-teaching-assistant-flta-grants,https://foreign.fulbrightonline.org/about/types-of-awards/fulbright-foreign-language-teaching-assistant-flta-grants,Fulbright Program,United States,CURATED_LEAF,open,scholarship
350,Fulbright Foreign Language Teaching Assistant (FLTA) Program,https://foreign.fulbrightonline.org/apply,https://foreign.fulbrightonline.org/about/flta-program,Fulbright Program / U.S. Department of State,United States,CURATED_LEAF,open,scholarship
351,Fulbright Foreign Student Program,https://foreign.fulbrightonline.org/apply,https://foreign.fulbrightonline.org/apply,Fulbright Program,United States,CURATED_LEAF,open,scholarship
352,Fulbright Foreign Student Program,https://foreign.fulbrightonline.org/apply,https://foreign.fulbrightonline.org/about/foreign-student-program,Fulbright Program / U.S. Department of State,United States,CURATED_LEAF,open,scholarship
353,Fulbright Foreign Student Program 2027,https://foreign.fulbrightonline.org/,https://foreign.fulbrightonline.org/,Fulbright Program,United States,Fulbright,open,scholarship
354,Future Leaders Exchange (FLEX) Program,https://www.americancouncils.org/programs/future-leaders-exchange-flex-program/,https://www.discoverflex.org/,U.S. Department of State — FLEX (American Councils),United States,PHASE1_CURATED,open,scholarship
355,Gates Cambridge Scholarship 2027,https://www.gatescambridge.org/apply/,https://www.gatescambridge.org/apply/,University of Cambridge,United Kingdom,Gates Cambridge,open,scholarship
356,Global Korea Scholarship 2027,https://www.studyinkorea.go.kr/,https://www.studyinkorea.go.kr/,National Institute for International Education,South Korea,Study in Korea,open,scholarship
357,Global Undergraduate Exchange Program (Global UGRAD),https://exchanges.state.gov/non-us/program/global-undergraduate-exchange-program-global-ugrad,https://exchanges.state.gov/non-us/program/global-undergraduate-exchange-program-global-ugrad,U.S. Department of State,United States,CURATED_LEAF,open,scholarship
358,Government of Ghana Scholarship for Tertiary Education,https://moe.gov.gh/2024/01/15/government-of-ghana-scholarship-for-tertiary-education,https://moe.gov.gh/2024/01/15/government-of-ghana-scholarship-for-tertiary-education,Ministry of Education — Ghana,Ghana,CURATED_LEAF,open,scholarship
359,Government of Ireland International Education Scholarship 2027,https://hea.ie/policy/internationalisation/goi-ies/,https://hea.ie/policy/internationalisation/goi-ies/,Government of Ireland,Ireland,Higher Education Authority Ireland,open,scholarship
360,Housing Bursary,https://scholarships.unimelb.edu.au/awards/housing-bursary/,https://scholarships.unimelb.edu.au/awards/housing-bursary/,University of Melbourne,Australia,University of Melbourne,open,scholarship
361,Hubert H. Humphrey Fellowship Program,https://www.humphreyfellowship.org/how-to-apply/u-s-embassies-commissions,https://www.humphreyfellowship.org/how-to-apply/eligibility,U.S. Department of State,United States,CURATED_LEAF,open,scholarship
362,ICS Addis Ababa High School Scholarship (Grade 9),https://www.icsaddis.edu.et/admissions/,https://www.icsaddis.edu.et/admissions/,International Community School of Addis Ababa,Ethiopia,PHASE1_CURATED,open,scholarship
363,IDRC Research Awards,https://www.idrc.ca/en/funding/idrc-research-awards-guiding-principles/,https://www.idrc.ca/en/funding/idrc-research-awards-guiding-principles/,International Development Research Centre (IDRC),Canada,EDUCANADA_CURATED,open,scholarship
364,Indonesian Talent Scholarship,https://scholarships.unimelb.edu.au/awards/indonesian-talent-scholarship/,https://scholarships.unimelb.edu.au/awards/indonesian-talent-scholarship/,University of Melbourne,Australia,University of Melbourne,open,scholarship
365,International House Scholarships,https://scholarships.unimelb.edu.au/awards/international-house-scholarships/,https://scholarships.unimelb.edu.au/awards/international-house-scholarships/,University of Melbourne,Australia,University of Melbourne,open,scholarship
366,KAIST International Scholarship 2027,https://admission.kaist.ac.kr/intl-undergraduate/,https://admission.kaist.ac.kr/intl-undergraduate/,KAIST,South Korea,KAIST,open,scholarship
367,Kennedy-Lugar Youth Exchange and Study (YES) Program,https://www.yesprograms.org/countries/,https://www.yesprograms.org/countries/,U.S. Department of State — YES Program,United States,PHASE1_CURATED,open,scholarship
368,Knight-Hennessy Scholars — Stanford University,https://apply.knight-hennessy.stanford.edu/apply,https://knight-hennessy.stanford.edu/admission/preparing-your-applications/online-application,Stanford University / Knight-Hennessy Scholars,United States,CURATED_LEAF,open,scholarship
369,Leiden University Excellence Scholarship 2027,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship,https://www.universiteitleiden.nl/en/scholarships/sea/leiden-university-excellence-scholarship,Leiden University,Netherlands,Leiden University,open,scholarship
370,Lester B. Pearson International Scholarship 2027,https://future.utoronto.ca/pearson/about/,https://future.utoronto.ca/pearson/about/,University of Toronto,Canada,University of Toronto,open,scholarship
371,Macquarie University Vice-Chancellor International Scholarship 2027,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,https://www.mq.edu.au/study/admissions-and-entry/scholarships/international,Macquarie University,Australia,Macquarie University,open,scholarship
372,Mandela Rhodes Scholarship,https://www.mandelarhodes.org/scholarship/apply,https://www.mandelarhodes.org/scholarship/apply,Mandela Rhodes Foundation,South Africa,CURATED_LEAF,open,scholarship
373,Mastercard Foundation Scholars — Research,https://mastercardfdn.org/all/scholars,https://mastercardfdn.org/all/scholars,Mastercard Foundation,Canada,CURATED_LEAF,open,scholarship
374,Mastercard Foundation Scholars Program,https://mastercardfoundation.org/scholars,https://mastercardfoundation.org/scholars,Mastercard Foundation,Canada,CURATED_LEAF,open,scholarship
375,Melbourne Chancellor's Scholarship,https://scholarships.unimelb.edu.au/awards/melbourne-chancellors-scholarship/,https://scholarships.unimelb.edu.au/awards/melbourne-chancellors-scholarship/,University of Melbourne,Australia,University of Melbourne,open,scholarship
376,Melbourne International Undergraduate Scholarship,https://scholarships.unimelb.edu.au/awards/melbourne-international-undergraduate-scholarship/,https://scholarships.unimelb.edu.au/awards/melbourne-international-undergraduate-scholarship/,University of Melbourne,Australia,University of Melbourne,open,scholarship
377,Mitacs Elevate,https://www.mitacs.ca/our-programs/elevate/,https://www.mitacs.ca/our-programs/elevate/,Mitacs,Canada,EDUCANADA_CURATED,open,scholarship
378,Monbukagakusho Honors Scholarship 2027,https://www.jasso.go.jp/en/study_j/scholarships/index.html,https://www.jasso.go.jp/en/study_j/scholarships/index.html,Japan Student Services Organization,Japan,JASSO,open,scholarship
379,New Zealand Manaaki Scholarship 2027,https://www.nzscholarships.govt.nz/,https://www.nzscholarships.govt.nz/,New Zealand Government,New Zealand,Manaaki New Zealand Scholarships,open,scholarship
380,NSFAS — South Africa,https://www.nsfas.org.za/content/index.html,https://www.nsfas.org.za/content/index.html,National Student Financial Aid Scheme,South Africa,CURATED_LEAF,open,scholarship
381,Ormond College Scholarships,https://scholarships.unimelb.edu.au/awards/ormond-college-scholarships/,https://scholarships.unimelb.edu.au/awards/ormond-college-scholarships/,University of Melbourne,Australia,University of Melbourne,open,scholarship
382,P.E.O. International Peace Scholarship (IPS),https://www.peointernational.org/educational-support/international-peace-scholarship-fund/eligibility-and-application-process,https://www.peointernational.org/educational-support/international-peace-scholarship-fund,P.E.O. International,United States,CURATED_LEAF,open,scholarship
383,Pierre Elliott Trudeau Foundation Doctoral Scholarships,https://thetrudeaufoundation.ca/scholarships-doctoral-scholarships/,https://thetrudeaufoundation.ca/scholarships-doctoral-scholarships/,Pierre Elliott Trudeau Foundation,Canada,EDUCANADA_CURATED,open,scholarship
384,Pierre Elliott Trudeau Foundation Scholarship 2027,https://www.trudeaufoundation.ca/become-scholar,https://www.trudeaufoundation.ca/become-scholar,Trudeau Foundation,Canada,Trudeau Foundation,open,scholarship
385,Queen's College Scholarships,https://scholarships.unimelb.edu.au/awards/queens-college-scholarships/,https://scholarships.unimelb.edu.au/awards/queens-college-scholarships/,University of Melbourne,Australia,University of Melbourne,open,scholarship
386,Rhodes Scholarship 2027,https://www.rhodeshouse.ox.ac.uk/scholarships/,https://www.rhodeshouse.ox.ac.uk/scholarships/,Rhodes Trust,United Kingdom,Rhodes Trust,open,scholarship
387,Rotary Club of Carlton Award,https://scholarships.unimelb.edu.au/awards/rotary-club-of-carlton-award/,https://scholarships.unimelb.edu.au/awards/rotary-club-of-carlton-award/,University of Melbourne,Australia,University of Melbourne,open,scholarship
388,SBW Berlin Scholarship 2027,https://sbw.berlin/en/scholarship/,https://sbw.berlin/en/scholarship/,SBW Berlin,Germany,SBW Berlin,open,scholarship
389,Schubert Bursary,https://scholarships.unimelb.edu.au/awards/schubert-bursary/,https://scholarships.unimelb.edu.au/awards/schubert-bursary/,University of Melbourne,Australia,University of Melbourne,open,scholarship
390,Schwarzman Scholars 2027,https://www.schwarzmanscholars.org/admissions/,https://www.schwarzmanscholars.org/admissions/,Tsinghua University,China,Schwarzman Scholars,open,scholarship
391,Singapore International Graduate Award 2027,https://www.a-star.edu.sg/Scholarships/for-graduate-studies/singapore-international-graduate-award-singa,https://www.a-star.edu.sg/Scholarships/for-graduate-studies/singapore-international-graduate-award-singa,A*STAR Singapore,Singapore,A*STAR Singapore,open,scholarship
392,Study in Canada Scholarships,https://www.educanada.ca/scholarships-bourses/can/institutions/study-in-canada-sep-etudes-au-canada-pct.aspx?lang=eng,https://www.educanada.ca/scholarships-bourses/can/institutions/study-in-canada-sep-etudes-au-canada-pct.aspx?lang=eng,Global Affairs Canada,Canada,EDUCANADA_CURATED,open,scholarship
393,TechGirls Exchange Program,https://techgirlsglobal.org/apply/eligibility-and-application-2,https://techgirlsglobal.org,U.S. Department of State / Legacy International,United States,CURATED_LEAF,open,scholarship
394,TechWomen Emerging Leaders Program,https://www.techwomen.org/participants/how-to-apply,https://www.techwomen.org/participants/eligibility-requirements,U.S. Department of State / IIE,United States,CURATED_LEAF,open,scholarship
395,Trinity College Scholarships,https://scholarships.unimelb.edu.au/awards/trinity-college-scholarships/,https://scholarships.unimelb.edu.au/awards/trinity-college-scholarships/,University of Melbourne,Australia,University of Melbourne,open,scholarship
396,Turkiye Burslari Scholarship 2027,https://www.turkiyeburslari.gov.tr/,https://www.turkiyeburslari.gov.tr/,Turkiye Scholarships,Turkey,Turkiye Scholarships,open,scholarship
397,United World Colleges (UWC) — International Application,https://www.uwc.org/apply/how-to-apply/,https://www.uwc.org/apply/how-to-apply/,United World Colleges,International,PHASE1_CURATED,open,scholarship
398,University College Scholarships,https://scholarships.unimelb.edu.au/awards/university-college-scholarships/,https://scholarships.unimelb.edu.au/awards/university-college-scholarships/,University of Melbourne,Australia,University of Melbourne,open,scholarship
399,University of Auckland International Student Excellence Scholarship 2027,https://www.auckland.ac.nz/en/study/scholarships-and-awards/find-a-scholarship.html,https://www.auckland.ac.nz/en/study/scholarships-and-awards/find-a-scholarship.html,University of Auckland,New Zealand,University of Auckland,open,scholarship
400,University of Bologna Study Grants 2027,https://www.unibo.it/en/services-and-opportunities/study-grants-and-subsidies,https://www.unibo.it/en/services-and-opportunities/study-grants-and-subsidies,University of Bologna,Italy,University of Bologna,open,scholarship
401,University of Brunei Darussalam Graduate Scholarship 2027,https://ubd.edu.bn/admission/graduate-scholarship/,https://ubd.edu.bn/admission/graduate-scholarship/,University of Brunei Darussalam,Brunei,University of Brunei Darussalam,open,scholarship
402,Utrecht Excellence Scholarship 2027,https://www.uu.nl/en/masters/scholarships-and-grants/utrecht-excellence-scholarships,https://www.uu.nl/en/masters/scholarships-and-grants/utrecht-excellence-scholarships,Utrecht University,Netherlands,Utrecht University,open,scholarship
403,UWC Ethiopia National Committee Scholarships,https://et.uwc.org/how-to-apply/,https://et.uwc.org/about-uwc-nc-name/,UWC Ethiopia National Committee,Ethiopia,PHASE1_CURATED,open,scholarship
404,VLIR-UOS Scholarship 2027,https://www.vliruos.be/en/scholarships/6,https://www.vliruos.be/en/scholarships/6,VLIR-UOS,Belgium,VLIR-UOS,open,scholarship
